0,170.97000014781952
1,170.97000014781952
2,178.36999988555908
3,160.03999984264374
4,164.80000019073486
5,172.39999985694885
6,167.30999958515167
7,173.46000039577484
8,172.96999967098236
9,168.91000020503998
10,166.11000037193298
11,180.33999943733215
12,171.01999950408936
13,162.11999917030334
14,172.67999947071075
15,173.18999993801117
16,173.7499998807907
17,164.03999984264374
18,169.02000069618225
19,174.6100001335144
20,170.05999982357025
21,159.43999981880188
22,173.47999966144562
23,187.48999953269958
24,187.049999833107
25,180.0200002193451
26,181.14999949932098
27,176.2599996328354
28,183.6199997663498
29,180.35999953746796
30,184.67999958992004
31,154.12000000476837
32,167.7799997329712
33,155.5600004196167
34,173.98000049591064
35,193.77999866008759
36,196.27999901771545
37,202.70999956130981
38,187.61999905109406
39,181.67999970912933
40,182.13999938964844
41,187.16999995708466
42,181.08999955654144
43,169.93999981880188
44,171.799999833107
45,174.29999947547913
46,161.13999927043915
47,163.14999997615814
48,160.3899998664856
49,171.3400000333786
50,157.35000026226044
51,163.47000002861023
52,161.56999957561493
53,169.96000039577484
54,161.5000001192093
55,165.68000042438507
56,168.73999965190887
57,165.59000027179718
58,163.09000039100647
59,148.30999970436096
60,155.8899997472763
61,162.32000029087067
62,168.2099996805191
63,184.97000014781952
64,184.47999954223633
65,187.89000010490417
66,191.30999958515167
67,183.02999985218048
68,165.5099996328354
69,178.84999930858612
70,171.97999966144562
71,188.12999939918518
72,190.73999989032745
73,183.33000028133392
74,186.79999947547913
75,188.8199998140335
76,183.7300000190735
77,184.17999923229218
78,181.9199994802475
79,177.8800004720688
80,166.64000022411346
81,172.1399998664856
82,171.13999998569489
83,162.24000024795532
84,157.0099996328354
85,169.35999989509583
86,165.8699997663498
87,157.9799998998642
88,161.8400000333786
89,161.349999666214
90,169.15999937057495
91,157.450000166893
92,159.98000013828278
93,161.78000032901764
94,158.0
95,157.55999958515167
96,156.15999925136566
97,164.05000019073486
98,165.11999988555908
99,168.51000022888184
100,175.0199999809265
101,186.55000007152557
102,179.3999992609024
103,173.37999987602234
104,173.20999991893768
105,187.32999920845032
106,191.09999895095825
107,183.98999953269958
108,167.90999948978424
109,159.9599996805191
110,176.98999953269958
111,172.6800000667572
112,172.98999965190887
113,157.49999940395355
114,161.61000001430511
115,158.01000034809113
116,156.3200000524521
117,159.5799993276596
118,158.73999965190887
119,159.03000032901764
120,153.4800000190735
121,157.0699998140335
122,157.6100001335144
123,153.74999964237213
124,148.9300001859665
125,151.7299998998642
126,160.510000705719
127,151.88000059127808
128,151.63000106811523
129,154.53000020980835
130,160.799999833107
131,151.96999990940094
132,157.43000078201294
133,159.62999999523163
134,166.04000037908554
135,164.64999985694885
136,177.4099999666214
137,170.299999833107
138,190.3099992275238
139,169.75
140,168.67999970912933
141,170.19000029563904
142,171.77000057697296
143,169.58000016212463
144,174.7399994134903
145,183.52000033855438
146,174.40000069141388
147,174.48999965190887
148,164.99000012874603
149,174.9099998474121
