Frame number,Mean intensity,,Coordinate(pixel),757,248
0,139.33
1,144.31
2,146.56
3,137.74
4,129.62
5,132.3
6,132.95
7,132.63
8,123.78
9,127.95
10,127.51
11,128.82
12,127.01
13,124.88
14,126.93
15,125.32
16,123.96
17,126.93
18,125.2
19,122.91
20,126.37
21,131.27
22,131.15
23,127.24
24,131.89
25,131.07
26,131.26
28,136.06
29,152.35
30,158.91
31,176.57
32,201.05
33,189.17
34,177.9
35,188.33
36,178.44
37,167.12
38,153.06
39,146.99
40,134.46
41,132.26
42,129.42
43,126.79
44,128.25
45,122.66
46,125.88
47,122.78
48,124.91
49,122.97
50,123.11
51,121.48
52,124.36
53,122.91
54,123.48
55,124.2
56,123.05
57,120.44
58,120.25
59,124.4
60,117.1
61,126.22
62,124.72
63,125.21
64,127.15
65,127.03
66,129.09
67,132.58
68,142.18
69,147.01
70,141.28
71,143.67
72,140.57
73,136.83
74,131.31
75,126.59
76,127.04
77,127.63
78,127.39
79,121.43
80,127.15
81,122.87
82,119.57
83,124.24
84,123.98
85,122.31
86,118.17
87,122.1
88,123.23
89,122.57
90,116.21
91,119.51
92,120.81
93,115.84
94,115.52
95,120.81
96,123.26
97,117.59
98,121.27
99,123.24
100,125.48
101,124.37
103,126.6
104,126.27
105,145.06
106,158.8
107,170.79
108,159.67
109,173.0
110,185.93
111,176.81
112,158.82
113,150.27
114,139.44
115,121.56
116,121.52
117,124.18
118,121.43
119,115.14
120,115.51
121,120.43
122,122.8
123,110.83
124,116.89
125,118.49
126,117.71
127,115.08
128,114.34
129,117.41
130,109.06
131,116.44
132,117.2
133,120.82
134,115.79
135,121.39
139,138.31
140,147.79
141,138.3
142,130.52
143,131.65
144,128.87
145,122.29
146,124.87
147,125.89
148,126.03
149,114.85
